name,cuisine,cuisine_count,cost,price_category,rating,rating_category,order_online,book_table,delivery_available,dinein_available,restaurant_type,city,area,city_population,city_area_km,tourism_flag,gdp_flag,link,image
Guild 45,"North Indian, Bar Food, Chinese, Asian, Fast Food, Desserts, Alcoholic Beverages, International",8,1600.0,high,4.6,excellent,No,Yes,1,1,casual,jamshedpur,golmuri,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/guild-45-1-bistupur/info,
New Facilities,"North Indian, Street Food",2,250.0,medium,3.9,good,Yes,No,1,1,casual,jamshedpur,golmuri,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/new-facilities-mango/info,
Aurous Restro Lounge,"North Indian, Chinese, Fast Food, Seafood, Mughlai",5,600.0,high,4.3,excellent,No,No,1,1,casual,jamshedpur,golmuri,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/aurous-restro-lounge-bistupur/info,
Cava - By Hotel Ganga Regency,"North Indian, Chinese, Continental, Sushi, Asian, Biryani, Kebab, Japanese",8,700.0,high,4.2,excellent,Yes,No,1,1,casual,jamshedpur,golmuri,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/cava-by-hotel-ganga-regency-sakchi/info,
MOCHA CAFE & BAR,"Chinese, Pizza, Burger, Sandwich, Desserts, Shake, Coffee, Beverages",8,1200.0,high,4.5,excellent,No,Yes,1,1,casual,jamshedpur,golmuri,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/mocha-cafe-bar-bistupur/info,
Jampot by Ramada,"North Indian, Continental, Italian, Thai, Oriental, Chinese, Desserts, Beverages",8,1500.0,high,4.4,excellent,Yes,No,1,1,casual,jamshedpur,golmuri,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/jampot-by-ramada-bistupur/info,
Pod N Beyond Smart Hotel,"North Indian, African, American, Beverages, Burger, Chinese, Fast Food, Indo-Chinese",8,700.0,high,4.1,excellent,No,Yes,1,1,casual,jamshedpur,golmuri,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/pod-n-beyond-smart-hotel-bistupur/info,
Moon Brewery And Restaurant,"Biryani, Asian, North Indian, Alcoholic Beverages, Kebab, Chinese, Continental, International",8,1500.0,high,4.8,excellent,No,Yes,1,1,casual,jamshedpur,golmuri,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/moon-brewery-and-restaurant-bistupur/info,
Cafe Coffee Day,"Cafe, Coffee, Tea, Shake, Beverages, Sandwich, Desserts",7,600.0,high,4.4,excellent,No,No,1,1,casual,jamshedpur,golmuri,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/cafe-coffee-day-bistupur/info,
Guild 45,"North Indian, Bar Food, Chinese, Asian, Fast Food, Desserts, Alcoholic Beverages, International",8,1600.0,high,4.6,excellent,Yes,No,1,1,casual,jamshedpur,golmuri,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/guild-45-1-bistupur/info,
New Facilities,"North Indian, Street Food",2,250.0,medium,3.9,good,Yes,No,1,1,casual,jamshedpur,golmuri,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/new-facilities-mango/info,
Aurous Restro Lounge,"North Indian, Chinese, Fast Food, Seafood, Mughlai",5,600.0,high,4.3,excellent,Yes,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/aurous-restro-lounge-bistupur/info,
Cava - By Hotel Ganga Regency,"North Indian, Chinese, Continental, Sushi, Asian, Biryani, Kebab, Japanese",8,700.0,high,4.2,excellent,No,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/cava-by-hotel-ganga-regency-sakchi/info,
MOCHA CAFE & BAR,"Chinese, Pizza, Burger, Sandwich, Desserts, Shake, Coffee, Beverages",8,1200.0,high,4.5,excellent,No,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/mocha-cafe-bar-bistupur/info,
Jampot by Ramada,"North Indian, Continental, Italian, Thai, Oriental, Chinese, Desserts, Beverages",8,1500.0,high,4.4,excellent,Yes,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/jampot-by-ramada-bistupur/info,
Pod N Beyond Smart Hotel,"North Indian, African, American, Beverages, Burger, Chinese, Fast Food, Indo-Chinese",8,700.0,high,4.1,excellent,Yes,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/pod-n-beyond-smart-hotel-bistupur/info,
Moon Brewery And Restaurant,"Biryani, Asian, North Indian, Alcoholic Beverages, Kebab, Chinese, Continental, International",8,1500.0,high,4.8,excellent,No,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/moon-brewery-and-restaurant-bistupur/info,
Cafe Coffee Day,"Cafe, Coffee, Tea, Shake, Beverages, Sandwich, Desserts",7,600.0,high,4.4,excellent,No,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/cafe-coffee-day-bistupur/info,
Guild 45,"North Indian, Bar Food, Chinese, Asian, Fast Food, Desserts, Alcoholic Beverages, International",8,1600.0,high,4.6,excellent,Yes,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/guild-45-1-bistupur/info,
New Facilities,"North Indian, Street Food",2,250.0,medium,3.9,good,Yes,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/new-facilities-mango/info,
Aurous Restro Lounge,"North Indian, Chinese, Fast Food, Seafood, Mughlai",5,600.0,high,4.3,excellent,Yes,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/aurous-restro-lounge-bistupur/info,
Cava - By Hotel Ganga Regency,"North Indian, Chinese, Continental, Sushi, Asian, Biryani, Kebab, Japanese",8,700.0,high,4.2,excellent,No,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/cava-by-hotel-ganga-regency-sakchi/info,
MOCHA CAFE & BAR,"Chinese, Pizza, Burger, Sandwich, Desserts, Shake, Coffee, Beverages",8,1200.0,high,4.5,excellent,No,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/mocha-cafe-bar-bistupur/info,
Jampot by Ramada,"North Indian, Continental, Italian, Thai, Oriental, Chinese, Desserts, Beverages",8,1500.0,high,4.4,excellent,No,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/jampot-by-ramada-bistupur/info,
Pod N Beyond Smart Hotel,"North Indian, African, American, Beverages, Burger, Chinese, Fast Food, Indo-Chinese",8,700.0,high,4.1,excellent,No,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/pod-n-beyond-smart-hotel-bistupur/info,
Moon Brewery And Restaurant,"Biryani, Asian, North Indian, Alcoholic Beverages, Kebab, Chinese, Continental, International",8,1500.0,high,4.8,excellent,Yes,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/moon-brewery-and-restaurant-bistupur/info,
Cafe Coffee Day,"Cafe, Coffee, Tea, Shake, Beverages, Sandwich, Desserts",7,600.0,high,4.4,excellent,No,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/cafe-coffee-day-bistupur/info,
Guild 45,"North Indian, Bar Food, Chinese, Asian, Fast Food, Desserts, Alcoholic Beverages, International",8,1600.0,high,4.6,excellent,Yes,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/guild-45-1-bistupur/info,
New Facilities,"North Indian, Street Food",2,250.0,medium,3.9,good,Yes,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/new-facilities-mango/info,
Aurous Restro Lounge,"North Indian, Chinese, Fast Food, Seafood, Mughlai",5,600.0,high,4.3,excellent,Yes,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/aurous-restro-lounge-bistupur/info,
Cava - By Hotel Ganga Regency,"North Indian, Chinese, Continental, Sushi, Asian, Biryani, Kebab, Japanese",8,700.0,high,4.2,excellent,No,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/cava-by-hotel-ganga-regency-sakchi/info,
MOCHA CAFE & BAR,"Chinese, Pizza, Burger, Sandwich, Desserts, Shake, Coffee, Beverages",8,1200.0,high,4.5,excellent,Yes,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/mocha-cafe-bar-bistupur/info,
Jampot by Ramada,"North Indian, Continental, Italian, Thai, Oriental, Chinese, Desserts, Beverages",8,1500.0,high,4.4,excellent,Yes,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/jampot-by-ramada-bistupur/info,
Pod N Beyond Smart Hotel,"North Indian, African, American, Beverages, Burger, Chinese, Fast Food, Indo-Chinese",8,700.0,high,4.1,excellent,No,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/pod-n-beyond-smart-hotel-bistupur/info,
Moon Brewery And Restaurant,"Biryani, Asian, North Indian, Alcoholic Beverages, Kebab, Chinese, Continental, International",8,1500.0,high,4.8,excellent,No,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/moon-brewery-and-restaurant-bistupur/info,
Cafe Coffee Day,"Cafe, Coffee, Tea, Shake, Beverages, Sandwich, Desserts",7,600.0,high,4.4,excellent,Yes,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/cafe-coffee-day-bistupur/info,
Guild 45,"North Indian, Bar Food, Chinese, Asian, Fast Food, Desserts, Alcoholic Beverages, International",8,1600.0,high,4.6,excellent,No,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/guild-45-1-bistupur/info,
New Facilities,"North Indian, Street Food",2,250.0,medium,3.9,good,Yes,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/new-facilities-mango/info,
Aurous Restro Lounge,"North Indian, Chinese, Fast Food, Seafood, Mughlai",5,600.0,high,4.3,excellent,No,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/aurous-restro-lounge-bistupur/info,
Cava - By Hotel Ganga Regency,"North Indian, Chinese, Continental, Sushi, Asian, Biryani, Kebab, Japanese",8,700.0,high,4.2,excellent,No,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/cava-by-hotel-ganga-regency-sakchi/info,
MOCHA CAFE & BAR,"Chinese, Pizza, Burger, Sandwich, Desserts, Shake, Coffee, Beverages",8,1200.0,high,4.5,excellent,Yes,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/mocha-cafe-bar-bistupur/info,
Jampot by Ramada,"North Indian, Continental, Italian, Thai, Oriental, Chinese, Desserts, Beverages",8,1500.0,high,4.4,excellent,No,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/jampot-by-ramada-bistupur/info,
Pod N Beyond Smart Hotel,"North Indian, African, American, Beverages, Burger, Chinese, Fast Food, Indo-Chinese",8,700.0,high,4.1,excellent,No,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/pod-n-beyond-smart-hotel-bistupur/info,
Moon Brewery And Restaurant,"Biryani, Asian, North Indian, Alcoholic Beverages, Kebab, Chinese, Continental, International",8,1500.0,high,4.8,excellent,No,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/moon-brewery-and-restaurant-bistupur/info,
Cafe Coffee Day,"Cafe, Coffee, Tea, Shake, Beverages, Sandwich, Desserts",7,600.0,high,4.4,excellent,No,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/cafe-coffee-day-bistupur/info,
Guild 45,"North Indian, Bar Food, Chinese, Asian, Fast Food, Desserts, Alcoholic Beverages, International",8,1600.0,high,4.6,excellent,Yes,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/guild-45-1-bistupur/info,
New Facilities,"North Indian, Street Food",2,250.0,medium,3.9,good,Yes,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/new-facilities-mango/info,
Aurous Restro Lounge,"North Indian, Chinese, Fast Food, Seafood, Mughlai",5,600.0,high,4.3,excellent,Yes,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/aurous-restro-lounge-bistupur/info,
Cava - By Hotel Ganga Regency,"North Indian, Chinese, Continental, Sushi, Asian, Biryani, Kebab, Japanese",8,700.0,high,4.2,excellent,No,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/cava-by-hotel-ganga-regency-sakchi/info,
MOCHA CAFE & BAR,"Chinese, Pizza, Burger, Sandwich, Desserts, Shake, Coffee, Beverages",8,1200.0,high,4.5,excellent,No,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/mocha-cafe-bar-bistupur/info,
Jampot by Ramada,"North Indian, Continental, Italian, Thai, Oriental, Chinese, Desserts, Beverages",8,1500.0,high,4.4,excellent,Yes,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/jampot-by-ramada-bistupur/info,
Pod N Beyond Smart Hotel,"North Indian, African, American, Beverages, Burger, Chinese, Fast Food, Indo-Chinese",8,700.0,high,4.1,excellent,No,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/pod-n-beyond-smart-hotel-bistupur/info,
Moon Brewery And Restaurant,"Biryani, Asian, North Indian, Alcoholic Beverages, Kebab, Chinese, Continental, International",8,1500.0,high,4.8,excellent,Yes,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/moon-brewery-and-restaurant-bistupur/info,
Cafe Coffee Day,"Cafe, Coffee, Tea, Shake, Beverages, Sandwich, Desserts",7,600.0,high,4.4,excellent,No,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/cafe-coffee-day-bistupur/info,
Guild 45,"North Indian, Bar Food, Chinese, Asian, Fast Food, Desserts, Alcoholic Beverages, International",8,1600.0,high,4.6,excellent,Yes,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/guild-45-1-bistupur/info,
New Facilities,"North Indian, Street Food",2,250.0,medium,3.9,good,Yes,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/new-facilities-mango/info,
Aurous Restro Lounge,"North Indian, Chinese, Fast Food, Seafood, Mughlai",5,600.0,high,4.3,excellent,No,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/aurous-restro-lounge-bistupur/info,
Cava - By Hotel Ganga Regency,"North Indian, Chinese, Continental, Sushi, Asian, Biryani, Kebab, Japanese",8,700.0,high,4.2,excellent,No,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/cava-by-hotel-ganga-regency-sakchi/info,
MOCHA CAFE & BAR,"Chinese, Pizza, Burger, Sandwich, Desserts, Shake, Coffee, Beverages",8,1200.0,high,4.5,excellent,No,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/mocha-cafe-bar-bistupur/info,
Jampot by Ramada,"North Indian, Continental, Italian, Thai, Oriental, Chinese, Desserts, Beverages",8,1500.0,high,4.4,excellent,No,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/jampot-by-ramada-bistupur/info,
Pod N Beyond Smart Hotel,"North Indian, African, American, Beverages, Burger, Chinese, Fast Food, Indo-Chinese",8,700.0,high,4.1,excellent,No,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/pod-n-beyond-smart-hotel-bistupur/info,
Moon Brewery And Restaurant,"Biryani, Asian, North Indian, Alcoholic Beverages, Kebab, Chinese, Continental, International",8,1500.0,high,4.8,excellent,No,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/moon-brewery-and-restaurant-bistupur/info,
Cafe Coffee Day,"Cafe, Coffee, Tea, Shake, Beverages, Sandwich, Desserts",7,600.0,high,4.4,excellent,Yes,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/cafe-coffee-day-bistupur/info,
Guild 45,"North Indian, Bar Food, Chinese, Asian, Fast Food, Desserts, Alcoholic Beverages, International",8,1600.0,high,4.6,excellent,No,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/guild-45-1-bistupur/info,
New Facilities,"North Indian, Street Food",2,250.0,medium,3.9,good,No,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/new-facilities-mango/info,
Aurous Restro Lounge,"North Indian, Chinese, Fast Food, Seafood, Mughlai",5,600.0,high,4.3,excellent,No,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/aurous-restro-lounge-bistupur/info,
Cava - By Hotel Ganga Regency,"North Indian, Chinese, Continental, Sushi, Asian, Biryani, Kebab, Japanese",8,700.0,high,4.2,excellent,No,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/cava-by-hotel-ganga-regency-sakchi/info,
MOCHA CAFE & BAR,"Chinese, Pizza, Burger, Sandwich, Desserts, Shake, Coffee, Beverages",8,1200.0,high,4.5,excellent,Yes,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/mocha-cafe-bar-bistupur/info,
Jampot by Ramada,"North Indian, Continental, Italian, Thai, Oriental, Chinese, Desserts, Beverages",8,1500.0,high,4.4,excellent,Yes,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/jampot-by-ramada-bistupur/info,
Pod N Beyond Smart Hotel,"North Indian, African, American, Beverages, Burger, Chinese, Fast Food, Indo-Chinese",8,700.0,high,4.1,excellent,Yes,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/pod-n-beyond-smart-hotel-bistupur/info,
Moon Brewery And Restaurant,"Biryani, Asian, North Indian, Alcoholic Beverages, Kebab, Chinese, Continental, International",8,1500.0,high,4.8,excellent,No,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/moon-brewery-and-restaurant-bistupur/info,
Cafe Coffee Day,"Cafe, Coffee, Tea, Shake, Beverages, Sandwich, Desserts",7,600.0,high,4.4,excellent,Yes,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/cafe-coffee-day-bistupur/info,
Guild 45,"North Indian, Bar Food, Chinese, Asian, Fast Food, Desserts, Alcoholic Beverages, International",8,1600.0,high,4.6,excellent,No,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/guild-45-1-bistupur/info,
New Facilities,"North Indian, Street Food",2,250.0,medium,3.9,good,No,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/new-facilities-mango/info,
Aurous Restro Lounge,"North Indian, Chinese, Fast Food, Seafood, Mughlai",5,600.0,high,4.3,excellent,Yes,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/aurous-restro-lounge-bistupur/info,
Cava - By Hotel Ganga Regency,"North Indian, Chinese, Continental, Sushi, Asian, Biryani, Kebab, Japanese",8,700.0,high,4.2,excellent,No,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/cava-by-hotel-ganga-regency-sakchi/info,
MOCHA CAFE & BAR,"Chinese, Pizza, Burger, Sandwich, Desserts, Shake, Coffee, Beverages",8,1200.0,high,4.5,excellent,No,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/mocha-cafe-bar-bistupur/info,
Jampot by Ramada,"North Indian, Continental, Italian, Thai, Oriental, Chinese, Desserts, Beverages",8,1500.0,high,4.4,excellent,No,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/jampot-by-ramada-bistupur/info,
Pod N Beyond Smart Hotel,"North Indian, African, American, Beverages, Burger, Chinese, Fast Food, Indo-Chinese",8,700.0,high,4.1,excellent,Yes,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/pod-n-beyond-smart-hotel-bistupur/info,
Moon Brewery And Restaurant,"Biryani, Asian, North Indian, Alcoholic Beverages, Kebab, Chinese, Continental, International",8,1500.0,high,4.8,excellent,Yes,Yes,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/moon-brewery-and-restaurant-bistupur/info,
Cafe Coffee Day,"Cafe, Coffee, Tea, Shake, Beverages, Sandwich, Desserts",7,600.0,high,4.4,excellent,No,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/cafe-coffee-day-bistupur/info,
Guild 45,"North Indian, Bar Food, Chinese, Asian, Fast Food, Desserts, Alcoholic Beverages, International",8,1600.0,high,4.6,excellent,Yes,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/guild-45-1-bistupur/info,
New Facilities,"North Indian, Street Food",2,250.0,medium,3.9,good,No,No,1,1,casual,jamshedpur,sakchi,"629,659",224,yes,no,https://www.zomato.com/jamshedpur/new-facilities-mango/info,
